,Disease,Keyword,Website,Symptoms,,
0,Lupus and other Connective Tissue diseases,Acroyanosis,https://my.clevelandclinic.org/health/diseases/acrocyanosis,"Acrocyanosis is a condition that causes your hands or feet (and sometimes other areas of your body) to turn a bluish, white or gray color. It occurs when an artery tightens for longer than it should (vasospasm), causing your blood vessels to narrow. As a result, your surrounding tissues receive less blood and oxygen and become discolored. Another name for acrocyanosis is peripheral cyanosis.",,
0,Lupus and other Connective Tissue diseases,Crest Syndrome,https://medlineplus.gov/ency/imagepages/19507.htm,"The ""C"" stands for calcinosis, where calcium deposits form under the skin on the fingers or other areas of the body. The ""R"", stands for Raynaud's phenomenon, spasm of blood vessels in the fingers or toes in response to cold or stress. The ""E"" represents esophageal dysmotility, which can cause difficulty in swallowing. The ""S"" is for sclerodactyly, tightening of the skin causing the fingers to bend. Finally, the letter ""T"" is for telangiectasia, dilated vessels on the skin of the fingers, face, or inside of the mouth.",,
0,Lupus and other Connective Tissue diseases,Dermatomyositis,https://medlineplus.gov/myositis.html,"Dermatomyositis causes muscle weakness, plus a skin rash.

Other symptoms of myositis may include:

Fatigue after walking or standing
Tripping or falling
Trouble swallowing or breathing",,
0,Lupus and other Connective Tissue diseases,Erythromelagia,https://medlineplus.gov/download/genetics/condition/erythromelalgia.pdf,"episodes of pain, redness, and swelling
in various parts of the body, particularly the hands and feet. ",,
0,Lupus and other Connective Tissue diseases,Raynaud Disease,https://medlineplus.gov/ency/article/000412.htm,"Exposure to the cold or strong emotions bring on the changes.First, the fingers, toes, ears, or nose become white, and then turn blue. Fingers are most commonly affected, but toes, ears or the nose can also change color.When blood flow returns, the area becomes red and then later returns to normal color.The attacks may last from minutes to hours.People with primary Raynaud phenomenon have problems in the same fingers on both sides. Most people do not have much pain. The skin of the arms or legs develops bluish blotches. This goes away when the skin is warmed up.People with secondary Raynaud phenomenon are more likely to have pain or tingling in the fingers. Painful ulcers may form on the affected fingers if the attacks are very bad.",,
0,Lupus and other Connective Tissue diseases,Rjeumtoid nodule,https://medlineplus.gov/ency/article/000431.htm,"Most of the time, RA affects joints on both sides of the body equally. Fingers, wrists, knees, feet, elbows, ankles, hips and shoulders are the most commonly affected.The disease often begins slowly. Early symptoms may include:Minor joint painStiffnessFatigue Joint symptoms may include:Morning stiffness, which lasts more than 1 hour, is common.Joints may feel warm, tender, and stiff when not used for an hour.Joint pain is often felt in the same joint on both sides of the body.Joints are often swollen.Over time, joints may lose their range of motion and may become deformed.Other symptoms include:Chest pain when taking a breath (pleurisy)Dry eyes and mouth (Sjögren syndrome)Eye burning, itching, and dischargeNodules under the skin (most often a sign of more severe disease)Numbness, tingling, or burning in the hands and feetSleep difficultiesThe diagnosis of RA is made when:You have pain and swelling in 3 or more joints.Arthritis has been present for longer than 6 weeks.You have a positive test for rheumatoid factor or anti-CCP antibody.You have elevated ESR or CRP.Other types of arthritis have been ruled out.Sometimes the diagnosis of RA is made even without all of the conditions shown above if the arthritis is otherwise typical for RA.",,
0,Lupus and other Connective Tissue diseases,scleroderma,https://medlineplus.gov/scleroderma.html,the tissue gets hard or thick. It can cause swelling or pain in your muscles and joints.,,
0,Scabies Lyme Diease and other Infestations and Bites,Biting insects,https://medlineplus.gov/ency/article/000033.htm,"Symptoms depend on the type of bite or sting. They may include:PainRednessSwellingItchingBurningNumbnessTingling Some people have severe, life-threatening reactions to bee stings or insect bites. This is called anaphylactic shock. This condition can occur very quickly and lead to rapid death if not treated quickly. Symptoms of anaphylaxis can occur quickly and affect the whole body. They include:Abdominal pain or vomitingChest painDifficulty swallowingDifficulty breathingFace or mouth swellingFainting or lightheadednessRash or skin flushing",,
0,Scabies Lyme Diease and other Infestations and Bites,fire ants,https://medlineplus.gov/ency/article/002843.htm,"Fire ants build dirt nests that form mounds, usually in open, grassy settings. They are typically found in the southern United States and other areas that do not freeze in winter.",,
0,Scabies Lyme Diease and other Infestations and Bites,flea bites,https://medlineplus.gov/ency/article/001329.htm,"Bites often occur on the legs and places where clothes fit close to the body, such as the waist, buttocks, thighs, and lower abdomen.Symptoms of flea bites include:Small red bumps, often three bumps together, that are very itchyBlisters if the person has an allergy to flea bites",,
0,Scabies Lyme Diease and other Infestations and Bites,leishamaniasis,https://medlineplus.gov/ency/article/001386.htm,"Symptoms of cutaneous leishmaniasis depend on where the lesions are located and may include:Breathing difficultySkin sores, which may become a skin ulcer that heals very slowlyStuffy nose, runny nose, and nosebleedsSwallowing difficultyUlcers and wearing away (erosion) in the mouth, tongue, gums, lips, nose, and inner noseSystemic visceral infection in children usually begins suddenly with:CoughDiarrheaFeverVomitingAdults usually have a fever for 2 weeks to 2 months, along with symptoms such as fatigue, weakness, and appetite loss. Weakness increases as the disease gets worse.Other symptoms of systemic visceral leishmaniasis may include:Abdominal discomfortFever that lasts for weeks; may come and go in cyclesNight sweatsScaly, gray, dark, ashen skinThinning hairWeight loss ",,
0,Scabies Lyme Diease and other Infestations and Bites,pediculosis,https://medlineplus.gov/ency/article/000840.htm,"Symptoms of head lice include:Very bad itching of the scalpSmall, red bumps on the scalp, neck, and shoulders (bumps may become crusty and ooze)Tiny white specks (eggs, or nits) on the bottom of each hair that are hard to get off ",,
0,Scabies Lyme Diease and other Infestations and Bites,public lice,https://medlineplus.gov/ency/article/000841.htm,"Pubic lice cause itching in the area covered by pubic hair. Itching often gets worse at night. The itching may start soon after getting infected with lice, or it may not start for up to 2 to 4 weeks after contact.Other symptoms can include:Local skin reactions to the bites that cause the skin to turn red or bluish-graySores in the genital area due to bites and scratching ",,
0,Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://medlineplus.gov/spiderbites.html," a red, inflamed, sometimes itchy or painful bump on your skin",,
0,Scabies Lyme Diease and other Infestations and Bites,tick bite,https://medlineplus.gov/ency/article/002856.htm,Ticks live in wooded areas or grassy fields.,,
0,Pigmentation Disorders,Vitiligo,https://medlineplus.gov/vitiligo.html,"white patches on your skin. It can also affect your eyes, mouth, and nose",,
0,Pigmentation Disorders,Albinism,https://medlineplus.gov/genetics/condition/oculocutaneous-albinism/,Affected individuals typically have very fair skin and white or light-colored hair.,,
0,Pigmentation Disorders,Melasma,https://medlineplus.gov/ency/article/000836.htm,"The only symptom of melasma is a change in skin color. However, this color change can cause distress about your appearance.The skin color changes are most often an even brown color. They often appear on the cheeks, forehead, nose, or upper lip. Dark patches are often symmetrical.",,
0,Pigmentation Disorders,Hyperpigmentation,https://medlineplus.gov/skinpigmentationdisorders.html," patches of skin become darker in color than the normal surrounding skin, Age or ""liver"" spots",,
0,Cellulitis Impetigo and other Bacterial Infections,Cellulitis,https://medlineplus.gov/ency/article/000855.htm,"Symptoms of cellulitis include:Fever with chills and sweatingFatiguePain or tenderness in the affected areaSkin redness or inflammation that gets bigger as the infection spreadsSkin sore or rash that starts suddenly, and grows quickly in the first 24 hoursTight, glossy, stretched appearance of the skinWarm skin in the area of rednessMuscle aches and joint stiffness from swelling of the tissue over the jointNausea and vomiting",,
0,Cellulitis Impetigo and other Bacterial Infections,Impetigo,https://medlineplus.gov/ency/article/000860.htm,"Symptoms of impetigo are:One or many blisters that are filled with pus and easy to pop. In infants, the skin is reddish or raw-looking where a blister has broken.Blisters that itch are filled with yellow or honey-colored fluid and ooze and crust over. Rash that may begin as a single spot but spreads to other areas due to scratching.Skin sores on the face, lips, arms, or legs that spread to other areas.Swollen lymph nodes near the infection.Patches of impetigo on the body (in children). ",,
0,Cellulitis Impetigo and other Bacterial Infections,Balanitis Bacterial,https://medlineplus.gov/ency/article/000862.htm,"Symptoms include:Redness of foreskin or penis

 Other rashes on the head of the penisFoul-smelling dischargePainful penis and foreskin",,
0,Cellulitis Impetigo and other Bacterial Infections,Ecthyma,https://medlineplus.gov/ency/article/000864.htm,"The main symptom of ecthyma is a small blister with a red border that may be filled with pus. The blister is similar to that seen with impetigo, but the infection spreads much deeper into the skin.After the blister goes away, a crusty ulcer appears.",,
0,Cellulitis Impetigo and other Bacterial Infections,Erysipelas,https://medlineplus.gov/ency/article/000618.htm,"The infection occurs on the legs or arms most of the time. It may also occur on the face and trunk.Symptoms of erysipelas may include:Fever and chills Skin sore with a sharp raised border. As the infection spreads, the skin is painful, very red, swollen, and warm. Blisters on the skin can form. ",,
0,Cellulitis Impetigo and other Bacterial Infections,Erysipeloid,https://medlineplus.gov/ency/article/000632.htm,"Symptoms may develop in 2 to 7 days after bacteria enter the skin. Usually, the fingers and hands are affected. But any exposed area of the body can get infected if there is a break in the skin. Symptoms may include:Bright red skin in the infected areaSwelling of the areaThrobbing pain with itching or burning sensationFluid-filled blistersLow fever if the infection spreads Swollen lymph nodes (sometimes)The infection may spread to other fingers. It usually doesn't spread past the wrist.",,
0,Cellulitis Impetigo and other Bacterial Infections,Folliculitis,https://medlineplus.gov/ency/article/000823.htm,"Common symptoms include a rash, itching, and pimples or pustules near a hair follicle in the neck, groin, or genital area. The pimples may crust over.",,
0,Cellulitis Impetigo and other Bacterial Infections,Leprosy,https://medlineplus.gov/ency/article/001347.htm,"Symptoms include:Skin lesions that are lighter than your normal skin colorLesions that have decreased sensation to touch, heat, or painLesions that do not heal after several weeks to monthsMuscle weaknessNumbness or lack of feeling in the hands, arms, feet, and legs",,
0,Cellulitis Impetigo and other Bacterial Infections,Staphylococcal Folliculitis,https://medlineplus.gov/ency/article/000823.htm,"Common symptoms include a rash, itching, and pimples or pustules near a hair follicle in the neck, groin, or genital area. The pimples may crust over.",,
0,Cellulitis Impetigo and other Bacterial Infections,meningococcemia,https://medlineplus.gov/ency/article/001349.htm,There may be few symptoms at first. Some may include:FeverHeadacheIrritabilityMuscle painNauseaRash with very small red or purple spots on the feet or legsLater symptoms may include:A decline in your level of consciousnessLarge areas of bleeding under the skinShock,,
0,Cellulitis Impetigo and other Bacterial Infections,otitis externa,https://medlineplus.gov/ency/article/000622.htm,"Symptoms of swimmer's ear include:Drainage from the ear -- yellow, yellow-green, pus-like, or foul smellingEar pain, which may get worse when you pull on the outer earHearing lossItching of the ear or ear canal ",,
0,Hair Loss Alopecia and other Hair Diseases,Alopecia Areata,https://medlineplus.gov/ency/article/001450.htm,"Hair loss is usually the only symptom. A few people may also feel a burning sensation or itching.Alopecia areata usually begins as one to several (1 cm to 4 cm) patches of hair loss. Hair loss is most often seen on the scalp. It may also occur in the beard, eyebrows, pubic hair, and arms or legs in some people. Nail pitting may also occur.Patches where hair has fallen out are smooth and round in shape. They may be peach-colored. Hairs that look like exclamation points are sometimes seen at the edges of a bald patch with a magnifying tool.If alopecia areata leads to total hair loss, it often occurs within 6 months after symptoms first start. This is called alopecia totalis when the entire scalp is involved, and alopecia universalis when the entire body is affected.",,
0,Hair Loss Alopecia and other Hair Diseases,Androgenetic Alopecia,https://medlineplus.gov/genetics/condition/androgenetic-alopecia/,"In men, hair is lost in a well-defined pattern, beginning above both temples. Over time, the hairline moves back (recedes) to form a characteristic ""M"" shape. Hair also thins at the top of the head (vertex or crown), often progressing to partial or complete baldness.

The pattern of hair loss in women differs from male-pattern baldness. In women, the hair becomes thinner at the top of the head, and the middle part widens. The hairline does not typically recede.  Androgenetic alopecia in women rarely leads to total baldness.",,
0,Hair Loss Alopecia and other Hair Diseases,Telogen Effluvium,https://medlineplus.gov/ency/article/003246.htm,"HEREDITY Both men and women tend to lose hair thickness and amount as they age. This type of baldness is not usually caused by a disease. It is related to aging, heredity, and changes in the hormone testosterone. Inherited, or pattern baldness, affects many more men than women. Male pattern baldness can occur at any time after puberty. About 80% of men show signs of male pattern baldness by age 70 years.PHYSICAL OR EMOTIONAL STRESS Physical or emotional stress may cause one half to three quarters of scalp hair to shed. This kind of hair loss is called telogen effluvium. Hair tends to come out in handfuls when you shampoo, comb, or run your hands through your hair. You may not notice this for weeks to months after the episode of stress. Hair shedding decreases over 6 to 8 months. Telogen effluvium is usually temporary. But it can become long-term (chronic).Causes of this type of hair loss are:High fever or severe infectionChildbirthMajor surgery, major illness, sudden blood lossSevere emotional stressCrash diets, especially those that do not contain enough proteinDrugs, including retinoids, birth control pills, beta-blockers, calcium channel blockers, certain antidepressants, NSAIDs (including ibuprofen) Some women ages 30 to 60 years may notice a thinning of the hair that affects the entire scalp. The hair loss may be heavier at first, and then gradually slow or stop. There is no known cause for this type of telogen effluvium.OTHER CAUSESOther causes of hair loss, especially if it is in an unusual pattern, include:Alopecia areata (bald patches on the scalp, beard, and, possibly, eyebrows; eyelashes may fall out)AnemiaAutoimmune conditions such as lupusBurnsCertain infectious diseases such as syphilisExcessive shampooing and blow-dryingHormone changesThyroid diseasesNervous habits such as continual hair pulling or scalp rubbingRadiation therapyTinea capitis (ringworm of the scalp)Tumor of the ovary or adrenal glandsHair styles that put too much tension on the hair folliclesBacterial infections of the scalp ",,
0,Hair Loss Alopecia and other Hair Diseases,discoid lupus,https://medlineplus.gov/lupus.html, red rash that doesn't go away,,
0,Hair Loss Alopecia and other Hair Diseases,folliculitis decalvans,https://medlineplus.gov/ency/imagepages/2423.htm,"reas of ""corn stalking"" (grouped hairs arising within the area of alopecia), redness (erythema), crusting, and pustules. Due to severe scarring, permanent hair loss occurs in the involved sites.",,
0,Hair Loss Alopecia and other Hair Diseases,hirsutism,https://medlineplus.gov/ency/article/007622.htm,The main symptom of this condition is the presence of coarse dark hair in areas that are sensitive to male hormones. These areas include:Chin and upper lipChest and upper abdomenBack and buttocksInner thigh ,,
0,Hair Loss Alopecia and other Hair Diseases,telogen effluvium,https://medlineplus.gov/ency/article/003246.htm,"HEREDITY Both men and women tend to lose hair thickness and amount as they age. This type of baldness is not usually caused by a disease. It is related to aging, heredity, and changes in the hormone testosterone. Inherited, or pattern baldness, affects many more men than women. Male pattern baldness can occur at any time after puberty. About 80% of men show signs of male pattern baldness by age 70 years.PHYSICAL OR EMOTIONAL STRESS Physical or emotional stress may cause one half to three quarters of scalp hair to shed. This kind of hair loss is called telogen effluvium. Hair tends to come out in handfuls when you shampoo, comb, or run your hands through your hair. You may not notice this for weeks to months after the episode of stress. Hair shedding decreases over 6 to 8 months. Telogen effluvium is usually temporary. But it can become long-term (chronic).Causes of this type of hair loss are:High fever or severe infectionChildbirthMajor surgery, major illness, sudden blood lossSevere emotional stressCrash diets, especially those that do not contain enough proteinDrugs, including retinoids, birth control pills, beta-blockers, calcium channel blockers, certain antidepressants, NSAIDs (including ibuprofen) Some women ages 30 to 60 years may notice a thinning of the hair that affects the entire scalp. The hair loss may be heavier at first, and then gradually slow or stop. There is no known cause for this type of telogen effluvium.OTHER CAUSESOther causes of hair loss, especially if it is in an unusual pattern, include:Alopecia areata (bald patches on the scalp, beard, and, possibly, eyebrows; eyelashes may fall out)AnemiaAutoimmune conditions such as lupusBurnsCertain infectious diseases such as syphilisExcessive shampooing and blow-dryingHormone changesThyroid diseasesNervous habits such as continual hair pulling or scalp rubbingRadiation therapyTinea capitis (ringworm of the scalp)Tumor of the ovary or adrenal glandsHair styles that put too much tension on the hair folliclesBacterial infections of the scalp ",,
0,Hair Loss Alopecia and other Hair Diseases,trichotillomania,https://medlineplus.gov/ency/imagepages/2365.htm,"repetitive twisting and twirling of the hair. The hair loss is usually in a well-defined area with shortened, broken-off hairs and early regrowth of hair. The scalp is the most commonly involved site, but eyelashes and eyebrows may also be involved. The hair loss can also be patchy and poorly defined.",,
0,Herpes HPV and other STDs,Herpes Simplex,https://medlineplus.gov/herpessimplex.html," Oral herpes causes cold sores around the mouth or face. Genital herpes affects the genitals, buttocks or anal area. Genital herpes is a sexually transmitted disease (STD). It affects the genitals, buttocks or anal area. Other herpes infections can affect the eyes, skin, or other parts of the body. ",,
0,Herpes HPV and other STDs,HPV (Human Papillomavirus),https://medlineplus.gov/hpv.html,warts,,
0,Herpes HPV and other STDs,Syphilis,https://medlineplus.gov/ency/article/000861.htm,"The incubation period for primary syphilis is 14 to 21 days. Symptoms of primary syphilis are:Small, painless open sore or ulcer (called a chancre) on the genitals, mouth, skin, or rectum that heals by itself in 3 to 6 weeksEnlarged lymph nodes in the area of the sore The bacteria continue to grow in the body, but there are few symptoms until the second stage.The symptoms of secondary syphilis start 4 to 8 weeks after the primary syphilis. The symptoms may include:Skin rash, usually on the palms of the hands and soles of the feetSores called mucous patches in or around the mouth, vagina, or penisMoist, warty patches (called condylomata lata) in the genitals or skin foldsFeverGeneral ill feelingLoss of appetiteMuscle and joint painSwollen lymph nodesVision changesHair loss Primary and secondary syphilis usually resolve without treatment. At that point, syphilis becomes latent and may have no symptoms for many years. But, during this time, it may be damaging organs leading to tertiary syphilis.Tertiary syphilis develops in untreated people. The symptoms depend on which organs have been affected. They vary widely and can be difficult to diagnose. Symptoms include:Damage to the heart, causing aneurysms or valve diseaseCentral nervous system disorders (neurosyphilis)Tumors of skin, bones, or liver ",,
0,Herpes HPV and other STDs,AIDS,https://medlineplus.gov/ency/article/000594.htm,"Symptoms related to acute HIV infection (when a person is first infected) can be similar to the flu or other viral illnesses. They include:Fever and muscle painsHeadacheSore throatNight sweatsMouth sores, including yeast infection (thrush)Swollen lymph glandsDiarrheaMany people have no symptoms when they are first infected with HIV.Acute HIV infection (Stage 1) progresses over a few weeks to months to become chronic or asymptomatic HIV infection (Stage 2) (no symptoms). This stage can last 10 years or longer. During this period, the person might have no reason to suspect they have HIV, but they can spread the virus to others.If they are not treated, almost all people infected with HIV will develop AIDS (Stage 3). Some people develop AIDS within a few years of infection. Others remain completely healthy after 10 or even 20 years (called long-term nonprogressors). People with AIDS have had their immune system damaged by HIV. They are at very high risk of getting infections that are uncommon in people with a healthy immune system. These infections are called opportunistic infections and can affect any part of the body. These can be caused by:BacteriaVirusesFungiProtozoaPeople with AIDS are also at higher risk for certain cancers, especially lymphomas and a skin cancer called Kaposi sarcoma.Symptoms depend on the particular infection and which part of the body is infected. Lung infections are common in AIDS and often cause cough, fever, and shortness of breath.Intestinal infections are also common and can cause:DiarrheaAbdominal painVomitingSwallowing problemsOther common symptoms in people with HIV infection and AIDS include:Weight lossFeverSweatsRashesSwollen lymph glands",,
0,Herpes HPV and other STDs,bacterial vaginosis,https://medlineplus.gov/ency/patientinstructions/000687.htm,Symptoms of BV include:White or gray vaginal discharge that smells fishy or unpleasantBurning when you urinateItching inside and outside the vagina You also may not have any symptoms. ,,
0,Herpes HPV and other STDs,chancroid,https://medlineplus.gov/ency/article/000635.htm,"Within 1 day to 2 weeks after becoming infected, a person will get a small bump on the genitals. The bump becomes an ulcer within a day after it first appears. The ulcer:Ranges in size from 1/8 inch to 2 inches (3 millimeters to 5 centimeters) in diameterIs painfulIs softHas sharply defined bordersHas a base that is covered with a gray or yellowish-gray materialHas a base that bleeds easily if it is banged or scraped About one half of infected men have only a single ulcer. Women often have 4 or more ulcers. The ulcers appear in specific locations.Common locations in men are:ForeskinGroove behind the head of the penisShaft of the penisHead of the penisOpening of the penisScrotumIn women, the most common location for ulcers is the outer lips of the vagina (labia majora). ""Kissing ulcers"" may develop. Kissing ulcers are those that occur on opposite surfaces of the labia.Ulcers also may form on the:Inner vagina lips (labia minora)Area between the genitals and the anus (perineal area)Inner thighsThe most common symptoms in women are pain with urination and intercourse.The ulcer may look like the sore of primary syphilis (chancre).About one half of the people who are infected with a chancroid develop enlarged lymph nodes in the groin.In one half of people who have swelling of the groin lymph nodes, the nodes break through the skin and cause draining abscesses. The swollen lymph nodes and abscesses are also called buboes.",,
0,Herpes HPV and other STDs,genital herpes simplex,https://medlineplus.gov/herpessimplex.html,,,
0,Herpes HPV and other STDs,genital warts,https://medlineplus.gov/ency/article/000886.htm,"Genital warts can be so tiny, you cannot see them.The warts can look like:Flesh-colored spots that are raised or flatGrowths that look like the top of a cauliflower In females, genital warts can be found:Inside the vagina or anusOutside the vagina or anus, or on nearby skinOn the cervix inside the body In males, genital warts can be found on the:PenisScrotumGroin areaThighsInside or around the anus Genital warts can also occur on the:LipsMouthTongueThroat Other symptoms are rare, but can include:Increased dampness in the genital area near the wartsIncreased vaginal dischargeGenital itchingVaginal bleeding during or after sex ",,
0,Herpes HPV and other STDs,gonorrhea,https://medlineplus.gov/gonorrhea.html,,,
0,Herpes HPV and other STDs,molluscum contagiosum,https://medlineplus.gov/ency/article/000826.htm,"The infection on the skin begins as a small, painless papule, or bump. It may become raised to a pearly, flesh-colored nodule. The papule often has a dimple in the center. Scratching or other irritation causes the virus to spread in a line or in groups, called crops.The papules are about 2 to 5 millimeters wide. Usually, there is no inflammation (swelling and redness) and no redness unless they have been irritated by rubbing or scratching.In adults, the lesions are commonly seen on the genitals, abdomen, and inner thigh.",,
0,Bullous Disease,Pemphigus,https://medlineplus.gov/ency/article/000882.htm,"About 50% of people with this condition first develop painful blisters and sores in the mouth. This is followed by skin blisters. Skin sores may come and go.The skin sores may be described as:DrainingOozingCrustingPeeling or easily detachedThey may be located:In the mouth and down the throatOn the scalp, trunk, or other skin areas",,
0,Bullous Disease,Bullous Pemphigoid,https://medlineplus.gov/ency/article/000883.htm,"Most people with this disorder have itchy skin that may be severe. In most cases, there are blisters, called bullae.Blisters are usually located on the arms, legs, or middle of the body. In rare cases, blisters can form in the mouth.The blisters may break open and form open sores (ulcers). ",,
0,Bullous Disease,Epidermolysis Bullosa,https://medlineplus.gov/ency/article/001457.htm,"Depending on the form of EB, symptoms can include:Alopecia (hair loss)Blisters around the eyes and noseBlisters in or around the mouth and throat, causing feeding problems or swallowing difficultyBlisters on the skin as a result of minor injury or temperature change, especially of the feetBlistering that is present at birthDental problems, such as tooth decayHoarse cry, cough, or other breathing problemsTiny white bumps on previously injured skinNail loss or deformed nails Mitten-like hands or feetThickening of skin on hands and feetMuscle, heart, brain, gastrointestinal, bone, or kidney issues",,
0,Nail Fungus and other Nail Disease,Onychomycosis,https://medlineplus.gov/ency/article/001330.htm,"Symptoms include nail changes on one or more nails (usually toenails), such as: BrittlenessChange in nail shapeCrumbling of the outside edges of the nailDebris trapped under the nailLoosening or lifting of the nailLoss of luster and shine on the nail surfaceThickening of the nailWhite or yellow streaks on the side of the nail ",,
0,Nail Fungus and other Nail Disease,Paronychia,https://medlineplus.gov/ency/article/001444.htm,"The main symptom is a painful, red, swollen area around the nail, often at the cuticle or at the site of a hangnail or other injury. There may be pus-filled blisters, especially with a bacterial infection.Bacteria cause the condition to come on suddenly. If all or part of the infection is due to a fungus, it tends to occur more slowly.Nail changes may occur. For example, the nail may look detached, abnormally shaped, or have an unusual color.If the infection spreads to the rest of the body, symptoms may include:Fever, chillsDevelopment of red streaks along the skinGeneral ill feelingJoint painMuscle pain ",,
0,Nail Fungus and other Nail Disease,Alopecea Areata,https://medlineplus.gov/ency/article/001450.htm,"Hair loss is usually the only symptom. A few people may also feel a burning sensation or itching.Alopecia areata usually begins as one to several (1 cm to 4 cm) patches of hair loss. Hair loss is most often seen on the scalp. It may also occur in the beard, eyebrows, pubic hair, and arms or legs in some people. Nail pitting may also occur.Patches where hair has fallen out are smooth and round in shape. They may be peach-colored. Hairs that look like exclamation points are sometimes seen at the edges of a bald patch with a magnifying tool.If alopecia areata leads to total hair loss, it often occurs within 6 months after symptoms first start. This is called alopecia totalis when the entire scalp is involved, and alopecia universalis when the entire body is affected.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Ringworm (Tinea Corporis),https://medlineplus.gov/ency/article/000877.htm,"The rash begins as a small area of red, raised spots and pimples. The rash slowly becomes ring-shaped, with a red, raised border and a clear center. The border may look scaly.The rash may occur on the arms, legs, face, or other exposed body areas. The area may be itchy.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Versicolor,https://medlineplus.gov/ency/article/001465.htm,"The main symptom is patches of discolored skin that:Have sharp borders (edges) and fine scalesAre often lighter or darker than the surrounding skinAre found on the back, underarms, upper arms, chest, and neckAre found on the forehead (in children)Do not darken in the sun, so may appear lighter than the surrounding healthy skin African Americans and other people of color may have a loss of skin color or an increase in skin color.Other symptoms include:Increased sweatingMild itchingMild swelling ",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Candida,https://medlineplus.gov/yeastinfections.html,,,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Armpit Yeast Infection,https://medlineplus.gov/ency/article/000880.htm,"Candida infection of the skin can cause intense itching. Symptoms also include:Red, growing skin rashRash on the skin folds, genitals, middle of the body, buttocks, under the breasts, and other areas of skinInfection of the hair follicles that may look like pimples ",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Intertrigo,https://medlineplus.gov/ency/article/003223.htm,It may help to lose weight and change your body position often.Other things you can do are:Separate skin folds with dry towels.Blow a fan on moist areas.Wear loose clothing and moisture-wicking fabrics. ,,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Oral thrush,https://medlineplus.gov/ency/article/000626.htm,"Symptoms of thrush include:White, velvety sores in the mouth and on the tongueSome bleeding when you brush your teeth or scrape the soresPain when swallowing",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,actinomycosis,https://medlineplus.gov/ency/article/000599.htm,"Symptoms may include any of the following:Draining sores in the skin, especially on the chest wall from lung infection with Actinomyces

   FeverMild or no painSwelling or a hard, red to reddish-purple lump on the face or upper neckWeight loss",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,coccidiomycosis,https://medlineplus.gov/ency/article/001322.htm,"Most people with valley fever never have symptoms. Others may have cold- or flu-like symptoms or symptoms of pneumonia. If symptoms occur, they typically start 5 to 21 days after exposure to the fungus.Common symptoms include:Ankle, feet, and leg swellingChest pain (can vary from mild to severe)Cough, possibly producing blood-tinged phlegm (sputum)Fever and night sweatsHeadache

 Joint stiffness and pain or muscle aches

 Loss of appetitePainful, red lumps on lower legs (erythema nodosum) Rarely, the infection spreads from the lungs through the bloodstream to involve the skin, bones, joints, lymph nodes, and central nervous system or other organs. This spread is called disseminated coccidioidomycosis.People with this more widespread form may become very sick. Symptoms may also include:Change in mental statusEnlarged or draining lymph nodes

 Joint swelling

 More severe lung symptomsNeck stiffnessSensitivity to lightWeight lossSkin lesions of valley fever are often a sign of widespread (disseminated) disease. With more widespread infection, skin sores or lesions are most often seen on the face. ",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,erythrasma,https://medlineplus.gov/ency/article/001470.htm,"The main symptoms are reddish-brown slightly scaly patches with sharp borders. They may itch slightly. The patches occur in moist areas such as the groin, armpit, and skin folds. The patches often look similar to fungal infections, such as ringworm.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,kerion,https://medlineplus.gov/ency/article/000878.htm,"Ringworm may involve part or all of the scalp. The affected areas:Are bald with small black dots due to hair that has broken offHave round, scaly areas of skin that are red or swollen (inflamed)May have pus-filled sores called kerionsMay be very itchy You may have a low-grade fever of around 100°F to 101°F (37.8°C to 38.3°C) or swollen lymph nodes in the neck.Ringworm may cause permanent hair loss and lasting scars.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Blastomycosis,https://medlineplus.gov/ency/article/000102.htm,"Lung infection may not cause any symptoms. Symptoms may be seen if the infection spreads. Symptoms may include:Joint painChest pain

 Cough (may produce brown or bloody mucus)Fatigue

 FeverNight sweatsGeneral discomfort, uneasiness, or ill feeling (malaise)Muscle painUnintentional weight lossMost people develop skin symptoms when the infection spreads. You may get papules, pustules, or nodules on exposed body areas.The pustules:May look like warts or ulcersAre usually painlessVary in color from gray to violetMay appear in the nose and mouthBleed easily and form ulcers ",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea barbae,https://www.cdc.gov/fungal/diseases/ringworm/symptoms.html,"Itchy skin
Ring-shaped rash
Red, scaly, cracked skin
Hair loss",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,ringworm,https://www.cdc.gov/fungal/diseases/ringworm/symptoms.html,"Itchy skin
Ring-shaped rash
Red, scaly, cracked skin
Hair loss",,
